ISIN;Country;Year;PRETAX_INCOME;MARKET_VALUE;BOOK_VALUE_EQUITY;ASSETS;CASH_TAX_PAID;INCOME_TAX;NET_INCOME;ROA;TAX_RATE;m1;m2;m3;m4;m5;m6;m7;m8
US0091581068;US;2020;242380;65832.26;1207980;2516850;379.90;47840;190100;862;19.73760211;2019;2018;2017;2016;2015;2014;2013;2012
US0091581068;US;2016;155460;32676.52;707960;1802860;440.80;43260;109950;620;27.82709379;;;;;;;;
US0152711091;US;2020;107688;24360.95;1172571;2282788;#N/B;0;101050;490;0;2019;2018;2017;2016;2015;2014;2013;2012
US0152711091;US;2016;256;9742.31;489580;1035489;#N/B;0;-1720;-18;0;;;;;;;;
US37045V1008;US;2018;854900;46830.00;3886000;22733900;660.00;47400;808400;368;5.54450813;;;;;;;;
US3453708600;US;2018;434500;31143.15;3593200;25654000;821.00;65000;367700;143;14.95972382;;;;;;;;
US37045V1008;US;2019;743600;51240.00;4179200;22803700;689.00;76900;673200;296;10.3415815;;;;;;;;
US3453708600;US;2019;-64000;37860.30;3318500;25853700;599.00;-72400;4700;2;#N/B;;;;;;;;
US37045V1008;US;2017;1186300;57386.00;3500100;21248200;656.00;1153300;34800;16;97.21824159;;;;;;;;
US3453708600;US;2017;815900;50846.79;3557800;25849600;586.00;40200;773100;311;4.927074396;;;;;;;;
US0311001004;US;2020;108231;27878.99;594935;1035748;210.40;20987;87244;864;19.39095027;2019;2018;2017;2016;2015;2014;2013;2012
US0311001004;US;2016;69310;11147.81;325651;710067;180.80;18095;51216;744;26.10650942;;;;;;;;
US0404131064;US;2020;73886;22133.88;332029;473892;82.60;10431;63456;1422;14.11709613;2019;2018;2017;2016;2015;2014;2013;2012
US0404131064;US;2016;24223;6852.38;110782;172901;39.64;5804;18297;1267;23.95954175;;;;;;;;
US3635761097;US;2020;87090;23962.63;618620;2233140;113.00;1280;81880;390;1.469743943;2019;2018;2017;2016;2015;2014;2013;2012
US3635761097;US;2016;35690;9264.47;359660;1148960;66.10;-8810;41440;370;-24.68478565;;;;;;;;
US0584981064;US;2020;68700;30524.43;327500;1825200;157.00;9900;58500;329;14.41048035;2019;2018;2017;2016;2015;2014;2013;2012
US0584981064;US;2016;12500;13127.13;343500;1617300;68.00;-12600;26300;203;-100.8;;;;;;;;
US0605051046;US;2020;1899500;262206.18;27292400;283218200;2894.00;110100;1789400;68;5.796262174;2019;2018;2017;2016;2015;2014;2013;2012
US0605051046;US;2016;2502100;222163.03;26619500;219721200;2223.00;719900;1782200;82;28.77183166;;;;;;;;
US21036P1084;US;2018;233800;40720.06;797510;2053870;238.60;2270;230340;1177;0.970915312;;;;;;;;
US49271V1008;US;2018;79100;36048.43;2253300;4891800;210.00;20200;58600;199;25.53729456;;;;;;;;
US1156372096;US;2018;97700;26955.30;131600;497600;200.00;26000;71700;1494;26.61207779;;;;;;;;
US21036P1084;US;2019;414500;31962.24;1255100;2923150;186.20;68590;343590;1381;16.54764777;;;;;;;;
US49271V1008;US;2019;169400;40728.37;2325700;4951800;433.00;44000;125400;255;25.97402597;;;;;;;;
US1156372096;US;2019;104200;25428.50;164700;513900;201.00;20700;83500;1651;19.86564299;;;;;;;;
US21036P1084;US;2017;209340;30533.21;689120;1860240;219.60;55420;153510;863;26.47367918;;;;;;;;
US49271V1008;US;2017;117300;17445.86;245100;1002200;291.00;9500;107600;1086;8.098891731;;;;;;;;
US1156372096;US;2017;93300;18174.95;137000;462500;266.00;26400;66900;1519;28.29581994;;;;;;;;
US0970231058;US;2020;-1447600;124651.45;-1831600;15213600;37.00;-253500;-1187300;-831;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US0970231058;US;2016;556800;96078.16;81700;8999700;1460.00;67300;489200;531;12.08692529;;;;;;;;
US0995021062;US;2020;57943;9521.74;85636;506333;109.75;9683;48109;1060;16.71130793;2019;2018;2017;2016;2015;2014;2013;2012
US0995021062;US;2016;37946;4481.21;40849;321705;143.08;8537;29054;953;22.49711434;;;;;;;;
US1011211018;US;2020;96479;14720.10;599608;2285819;#N/B;0;81808;371;0;2019;2018;2017;2016;2015;2014;2013;2012
US1011211018;US;2016;56998;19343.73;578630;1885164;#N/B;0;51250;276;0;;;;;;;;
US1156372096;US;2020;100900;29744.60;197500;576600;143.00;18200;82700;1517;18.03766105;2019;2018;2017;2016;2015;2014;2013;2012
US1156372096;US;2016;148900;19046.51;156200;418300;430.00;42200;106700;2548;28.34116857;;;;;;;;
US12541W2098;US;2020;62833;12606.55;187993;514426;93.07;12191;50642;1035;19.40219407;2019;2018;2017;2016;2015;2014;2013;2012
US12541W2098;US;2016;81195;10348.56;125785;368776;269.19;29857;51338;1494;36.77147608;;;;;;;;
US14149Y1082;US;2020;-377200;15291.67;178900;4076600;368.00;-7900;-369600;-904;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US14149Y1082;US;2016;227600;25119.22;655400;3412200;635.00;84500;142700;444;37.12653779;;;;;;;;
US1941621039;US;2018;346400;51360.57;-10200;1216100;847.00;90600;240000;1933;26.15473441;;;;;;;;
US0091581068;US;2018;201500;36670.02;1085750;1917830;372.00;52430;145560;773;26.01985112;;;;;;;;
US4943681035;US;2018;181300;39304.97;-28700;1451800;395.00;47100;141000;950;25.97904026;;;;;;;;
NL0009434992;US;2018;531100;31242.93;1025700;2827800;1209.00;61300;469200;1722;11.54208247;;;;;;;;
US1941621039;US;2019;330100;58837.67;11700;1503400;803.00;77400;236700;1741;23.44744017;;;;;;;;
US0091581068;US;2019;228950;48901.33;1105360;1894280;324.30;48010;176000;923;20.96964403;;;;;;;;
US4943681035;US;2019;265000;46966.17;-3300;1528300;528.00;57600;215700;1448;21.73584906;;;;;;;;
NL0009434992;US;2019;405200;31506.90;804400;3043500;403.00;64800;339800;1157;15.99210267;;;;;;;;
US1941621039;US;2017;348700;65996.20;-6000;1267600;1037.00;131300;202400;1632;37.65414396;;;;;;;;
US0091581068;US;2017;141610;33018.29;1008620;1846720;1348.80;26090;113440;622;18.42384012;;;;;;;;
US4943681035;US;2017;299100;42364.45;62900;1515100;961.00;77600;227800;1531;25.94450017;;;;;;;;
NL0009434992;US;2017;549300;43522.57;894900;2620600;1044.00;59800;489200;1971;10.88658292;;;;;;;;
US18915M1071;US;2020;-13497;23453.55;81694;138065;0.70;-1560;-11937;-1080;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US18915M1071;US;2016;-1727;#N/B;;;0.00;7;-1733;;#N/B;;;;;;;;
US1941621039;US;2020;364700;72674.40;74300;1592000;845.00;78700;269500;1741;21.57938031;2019;2018;2017;2016;2015;2014;2013;2012
US1941621039;US;2016;373800;57790.65;-24300;1212300;932.00;115200;244100;2029;30.81861958;;;;;;;;
US21036P1084;US;2020;-94520;32836.86;1213180;2732320;85.30;-96660;-1180;-4;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US21036P1084;US;2016;150120;27878.89;655960;1696500;80.20;44060;105490;658;29.34985345;;;;;;;;
US22160K1051;US;2020;536700;153720.00;1828400;5555600;1052.00;130800;400200;793;24.37115707;2019;2018;2017;2016;2015;2014;2013;2012
US22160K1051;US;2016;361900;71723.31;1207900;3316300;953.00;124300;235000;706;34.34650456;;;;;;;;
US23331A1097;US;2018;206000;15870.72;898440;1420210;387.20;59770;146030;1105;29.01456311;;;;;;;;
US5260571048;US;2018;226268;13854.70;1458154;2856618;376.61;54517;168096;711;24.09399633;;;;;;;;
US9291601097;US;2018;62329;13018.09;520290;1004524;-65.97;10545;51784;523;16.918128;;;;;;;;
US5732841060;US;2018;57608;10744.45;494636;971604;28.86;10571;46919;497;18.34898217;;;;;;;;
US62944T1051;US;2018;95973;8719.14;180856;316593;181.17;16254;79720;2590;16.93545698;;;;;;;;
US45167R1041;US;2018;52894;9589.80;199464;347386;90.73;11837;41057;1195;22.37800578;;;;;;;;
US7458671010;US;2018;134754;7202.08;481778;1017298;89.20;32552;101083;1018;24.15638868;;;;;;;;
US23331A1097;US;2019;212530;19420.02;1002090;1573490;488.00;50670;161850;1081;23.84134005;;;;;;;;
US5260571048;US;2019;243429;18842.99;1594952;2935951;261.45;59217;183291;633;24.32629282;;;;;;;;
US9291601097;US;2019;75770;19060.10;562186;1088218;-56.81;13520;62250;595;17.84318616;;;;;;;;
US5732841060;US;2019;74830;17449.54;535080;1042080;101.70;13630;61100;607;18.2146198;;;;;;;;
US62944T1051;US;2019;102580;13426.46;234124;380982;153.92;14726;87854;2519;14.35530491;;;;;;;;
US45167R1041;US;2019;53290;13087.14;226323;381391;109.03;10738;42552;1168;20.15038384;;;;;;;;
US7458671010;US;2019;133958;10485.13;545818;1071560;137.12;32288;100633;964;24.10285045;;;;;;;;
US23331A1097;US;2017;160210;14973.19;774710;1223550;446.40;56370;103840;873;35.1850696;;;;;;;;
US5260571048;US;2017;118961;15064.95;787232;1874503;199.56;41786;80266;471;35.12551582;;;;;;;;
US9291601097;US;2017;36132;16986.43;496889;977273;125.14;-23208;59339;639;-64.23047969;;;;;;;;
US5732841060;US;2017;61893;13897.45;467960;916935;155.77;-9446;71131;850;-15.26138743;;;;;;;;
US62944T1051;US;2017;84691;12948.86;160549;298928;260.23;30939;53752;1908;36.5315836;;;;;;;;
US45167R1041;US;2017;45527;10121.25;188654;339963;104.85;11802;33726;1029;25.9220292;;;;;;;;
US7458671010;US;2017;93883;9534.52;415403;968665;14.88;49161;44265;446;52.36390478;;;;;;;;
US2310211063;US;2020;233800;33519.96;806200;2262400;432.00;52700;178900;845;22.54063302;2019;2018;2017;2016;2015;2014;2013;2012
US2310211063;US;2016;193000;22987.89;687500;1501100;430.00;47400;139400;925;24.55958549;;;;;;;;
US23331A1097;US;2020;298300;27529.32;1184000;1907920;581.30;60250;237370;1364;20.19778746;2019;2018;2017;2016;2015;2014;2013;2012
US23331A1097;US;2016;135350;11262.28;679250;1156550;389.90;46720;88630;780;34.51791651;;;;;;;;
US88579Y1010;US;2018;700000;109860.63;979600;3650000;1560.00;163700;534900;1436;23.38571429;;;;;;;;
US88579Y1010;US;2019;571200;101474.11;1006300;4465900;1198.00;113000;457000;1126;19.78291317;;;;;;;;
US88579Y1010;US;2017;754800;140017.90;1156300;3798700;1604.00;267900;485800;1371;35.49284579;;;;;;;;
US2473617023;US;2020;-1558700;25661.32;153400;7199600;#N/B;-320200;-1238500;-1814;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US2473617023;US;2016;663600;35944.99;1228700;5889900;#N/B;226300;437300;732;34.1018686;;;;;;;;
US24906P1093;US;2020;-6000;11451.13;496700;934200;82.00;2300;-8300;-93;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US24906P1093;US;2016;44090;13283.67;811430;1155580;112.30;950;42990;539;2.154683602;;;;;;;;
US2855121099;US;2020;150800;28848.96;746100;1111200;170.00;-153100;303900;3029;-101.5251989;2019;2018;2017;2016;2015;2014;2013;2012
US2855121099;US;2016;87700;19872.80;339600;705000;35.00;-27900;115600;1752;-31.81299886;;;;;;;;
US29355A1079;US;2020;11941;22628.96;48399;120010;3.45;-1459;13400;1401;-12.21421991;2019;2018;2017;2016;2015;2014;2013;2012
US29355A1079;US;2016;-6599;62.89;130;16358;1.15;148;-6746;-4100;#N/B;;;;;;;;
US5184391044;US;2020;104600;68023.98;393500;1778100;537.00;35000;68400;442;33.46080306;2019;2018;2017;2016;2015;2014;2013;2012
US5184391044;US;2016;155520;33473.50;357190;922330;450.90;43440;111460;1277;27.93209877;;;;;;;;
US5184391044;US;2018;198000;52387.98;468800;1256700;351.00;86300;110800;918;43.58585859;;;;;;;;
US75886F1075;US;2018;255350;40713.85;875730;1173450;205.60;10910;244440;2379;4.272567065;;;;;;;;
US98956P1021;US;2018;-27110;21158.88;1127130;2412680;237.10;10820;-37920;-151;#N/B;;;;;;;;
US58155Q1031;US;2018;23900;28455.74;980400;6038100;144.00;-5300;6200;10;-22.17573222;;;;;;;;
US5926881054;US;2018;65186;14095.36;59006;261885;132.41;13925;51261;1984;21.3615542;;;;;;;;
US30063P1057;US;2018;-17506;7773.45;68094;152402;#N/B;9;-17515;-1650;#N/B;;;;;;;;
IE00BQPVQZ61;US;2018;-8313;3299.53;119011;394196;53.06;-4475;-3838;-94;#N/B;;;;;;;;
US4364401012;US;2018;-41860;11068.21;242880;723090;178.20;-30730;-11130;-146;#N/B;;;;;;;;
US14149Y1082;US;2018;-22800;15088.47;605900;3995100;425.00;-48700;25600;64;#N/B;;;;;;;;
US92556V1061;US;2018;29840;14132.89;1216710;3273490;228.60;-5410;35250;103;-18.13002681;;;;;;;;
US45784P1012;US;2018;523;4694.85;21210;92874;0.80;193;329;38;37.00727134;;;;;;;;
US24906P1093;US;2018;-95840;8297.83;512110;868700;104.70;5250;-101100;-1061;#N/B;;;;;;;;
JE00BYSS4X48;US;2018;-4594;3122.15;11226;33979;20.35;1762;-6356;-2101;#N/B;;;;;;;;
US6700024010;US;2018;-18475;707.39;-16794;20798;#N/B;0;-18475;-7238;#N/B;;;;;;;;
US5184391044;US;2019;230700;66121.44;438600;1315600;588.00;51300;178500;1388;22.236671;;;;;;;;
US75886F1075;US;2019;242910;41406.79;1108970;1480520;342.30;31330;211580;1594;12.89778107;;;;;;;;
US98956P1021;US;2019;90580;30834.08;1238810;2463870;192.50;-22570;113160;464;-24.91720026;;;;;;;;
US58155Q1031;US;2019;61000;22241.40;809400;5967200;262.00;35600;3300;5;58.36065574;;;;;;;;
US5926881054;US;2019;68139;19138.13;42078;278932;129.35;12029;56111;2075;17.65278238;;;;;;;;
US30063P1057;US;2019;-26885;13652.42;228806;350577;#N/B;-18486;-8399;-334;#N/B;;;;;;;;
IE00BQPVQZ61;US;2019;-2022;6806.24;218545;443603;9.93;-59324;57302;1368;#N/B;;;;;;;;
US4364401012;US;2019;-25770;13279.80;211570;644210;180.60;-5410;-20360;-298;#N/B;;;;;;;;
US14149Y1082;US;2019;175100;14082.90;632800;4096300;311.00;38600;136300;337;22.04454597;;;;;;;;
US92556V1061;US;2019;15440;10374.59;1188380;3125550;278.60;13760;1680;5;89.11917098;;;;;;;;
US45784P1012;US;2019;1450;10731.76;7590;114290;2.50;290;1160;112;20;;;;;;;;
US24906P1093;US;2019;34540;12523.37;509250;860290;112.10;8230;26290;304;23.82744644;;;;;;;;
JE00BYSS4X48;US;2019;-882;8387.26;21779;47945;11.24;-159;-723;-177;#N/B;;;;;;;;
US6700024010;US;2019;-13269;128.76;-18602;17296;#N/B;0;-13269;-6967;#N/B;;;;;;;;
US5184391044;US;2017;161700;35330.57;438400;1156800;456.00;36100;124900;1201;22.32529375;;;;;;;;
US75886F1075;US;2017;207851;40462.59;614408;881198;754.84;88000;119851;1518;42.33800062;;;;;;;;
US98956P1021;US;2017;46460;24447.74;1173580;2601400;266.90;-134880;181380;688;-290.3142488;;;;;;;;
US58155Q1031;US;2017;689100;31282.86;1109500;6096900;587.00;161400;519400;884;23.42185459;;;;;;;;
US5926881054;US;2017;57422;15823.40;54728;254981;109.73;19825;37597;1594;34.52497466;;;;;;;;
US30063P1057;US;2017;-11458;6330.93;52042;59856;#N/B;-19;-11440;-2345;#N/B;;;;;;;;
IE00BQPVQZ61;US;2017;-50433;2400.25;100131;420230;2.55;-10275;-40159;-946;#N/B;;;;;;;;
US4364401012;US;2017;123050;10100.50;278470;797960;867.80;47500;75550;988;38.60219423;;;;;;;;
US14149Y1082;US;2017;192400;24622.72;680800;4011200;686.00;63000;128800;347;32.74428274;;;;;;;;
US92556V1061;US;2017;90300;22179.21;1330760;3580630;285.70;20700;69600;197;22.92358804;;;;;;;;
US45784P1012;US;2017;-2657;4024.04;15852;81674;0.46;26;-2683;-421;#N/B;;;;;;;;
US24906P1093;US;2017;-160350;14930.24;661630;1037450;122.70;-5320;-155000;-1414;#N/B;;;;;;;;
JE00BYSS4X48;US;2017;-4850;1807.46;11356;26530;10.29;1317;-6166;-2253;#N/B;;;;;;;;
US6700024010;US;2017;-18377;400.80;-10173;30249;#N/B;0;-18377;-5275;#N/B;;;;;;;;
US30063P1057;US;2020;-82906;21122.01;223555;515252;#N/B;-546;-82361;-1902;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US30063P1057;US;2016;-16721;1472.75;33530;37704;#N/B;0;-16721;-4513;#N/B;;;;;;;;
US31428X1063;US;2020;166900;34200.78;1829500;7353700;36.00;38300;128400;201;22.94787298;2019;2018;2017;2016;2015;2014;2013;2012
US31428X1063;US;2016;274000;43803.55;1378400;4595900;991.00;92000;181800;438;33.57664234;;;;;;;;
US3453708600;US;2020;-111600;36003.84;3069000;26726100;421.00;16000;-127900;-49;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US3453708600;US;2016;679600;49090.11;2917000;23795100;740.00;218900;459600;199;32.2101236;;;;;;;;
US34959E1091;US;2020;54170;24136.13;85600;404450;58.70;5320;48850;1233;9.820934096;2019;2018;2017;2016;2015;2014;2013;2012
US34959E1091;US;2016;4315;5213.11;83768;213994;26.61;1096;3219;164;25.40326319;;;;;;;;
US35671D8570;US;2020;179700;37937.16;1017400;4214400;132.00;94400;59600;144;52.53199777;2019;2018;2017;2016;2015;2014;2013;2012
US35671D8570;US;2016;-347200;19059.55;605100;3731700;-44.00;37100;-390100;-930;#N/B;;;;;;;;
US37045V1008;US;2020;809500;58296.00;4503000;23519400;719.00;177400;642700;277;21.9147622;2019;2018;2017;2016;2015;2014;2013;2012
US37045V1008;US;2016;1200800;52260.00;4383600;22169000;676.00;273900;942800;453;22.80979347;;;;;;;;
US3724601055;US;2020;37937;14497.51;320480;1344022;223.02;21597;16340;116;56.92968305;2019;2018;2017;2016;2015;2014;2013;2012
US3724601055;US;2016;107434;14179.13;319373;885940;374.87;38710;68724;808;36.03142394;;;;;;;;
US3802371076;US;2020;-49540;14031.57;-1290;643290;16.20;-130;-49510;-778;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US3802371076;US;2016;-2150;3095.10;56250;378690;4.00;40;-1650;-45;#N/B;;;;;;;;
US4165151048;US;2020;212000;17558.77;1855600;6919800;-71.00;38300;173700;257;18.06603774;2019;2018;2017;2016;2015;2014;2013;2012
US4165151048;US;2016;44700;17818.68;1690300;22178300;130.00;-16600;61300;29;-37.13646532;;;;;;;;
US4180561072;US;2020;32206;12790.18;289669;1081839;81.57;9662;22252;226;30.0007452;2019;2018;2017;2016;2015;2014;2013;2012
US4180561072;US;2016;69249;9754.80;186274;509137;98.91;15934;55138;1124;23.00946297;;;;;;;;
US72919P2020;US;2018;-8733;271.76;3436;39033;#N/B;-922;-7812;-2363;#N/B;;;;;;;;
US29355A1079;US;2018;-1023;506.28;778;33994;0.78;140;-1163;-457;#N/B;;;;;;;;
US5745991068;US;2018;90700;8593.64;-11100;539300;231.00;22100;63000;1153;24.3660419;;;;;;;;
US72919P2020;US;2019;-8374;958.68;13105;65951;#N/B;0;-8374;-1595;#N/B;;;;;;;;
US29355A1079;US;2019;9011;3216.84;27221;71322;1.76;-7103;16115;3060;-78.82681936;;;;;;;;
US5745991068;US;2019;91400;13226.04;-23500;502700;384.00;23000;63500;1219;25.16411379;;;;;;;;
US72919P2020;US;2017;-12708;539.23;7436;27081;#N/B;0;-12708;-4968;#N/B;;;;;;;;
US29355A1079;US;2017;-4534;207.05;-913;16915;0.91;-15;-4519;-2716;#N/B;;;;;;;;
US5745991068;US;2017;88400;13638.98;-5300;553400;258.00;30400;52800;990;34.38914027;;;;;;;;
US42809H1077;US;2020;-285000;16205.48;536600;1882100;64.00;-1100;-309300;-1524;#N/B;2019;2018;2017;2016;2015;2014;2013;2012
US42809H1077;US;2016;-385400;19716.23;1453400;2862100;-132.00;222200;-613200;-1954;#N/B;;;;;;;;
US4364401012;US;2020;100190;16570.00;270520;719580;265.90;-10860;111520;1635;-10.83940513;2019;2018;2017;2016;2015;2014;2013;2012
US4364401012;US;2016;41530;10678.56;214270;731700;184.80;8450;33080;441;20.3467373;;;;;;;;
IE00BQPVQZ61;US;2020;40165;16190.82;402535;607262;15.12;1185;38980;742;2.950117641;2019;2018;2017;2016;2015;2014;2013;2012
IE00BQPVQZ61;US;2016;-22809;2615.02;126378;429206;22.34;-6125;-16683;-454;#N/B;;;;;;;;
US4404521001;US;2020;111475;26783.80;642555;990828;169.70;20639;90808;995;18.51478407;2019;2018;2017;2016;2015;2014;2013;2012
US4404521001;US;2016;131722;20198.65;444801;673732;372.00;42670;89005;1382;32.39395239;;;;;;;;
US40434L1052;US;2020;323100;23418.53;-222800;3468100;464.00;38700;284400;835;11.97771588;2019;2018;2017;2016;2015;2014;2013;2012
US40434L1052;US;2016;376100;24806.88;-388900;2898700;587.00;109500;266600;392;29.11459718;;;;;;;;
US4461501045;US;2020;97200;12847.20;1299300;12303800;81.00;15500;81700;70;15.94650206;2019;2018;2017;2016;2015;2014;2013;2012
US4461501045;US;2016;91976;14352.80;1030815;9971410;4.98;20794;71182;83;22.60813123;;;;;;;;
US45167R1041;US;2020;47034;15131.34;254020;441440;87.19;9256;37778;918;19.6798061;2019;2018;2017;2016;2015;2014;2013;2012
US45167R1041;US;2016;36851;6884.25;154389;315494;109.40;9740;27061;908;26.43143235;;;;;;;;
US45168D1046;US;2020;66199;42756.88;63209;229456;110.70;7985;58178;2819;12.06281109;2019;2018;2017;2016;2015;2014;2013;2012
US45168D1046;US;2016;32185;10343.80;-10835;153070;74.70;9979;22205;1477;31.00613337;;;;;;;;
US45784P1012;US;2020;970;16875.93;60360;187290;3.00;290;680;45;29.89690722;2019;2018;2017;2016;2015;2014;2013;2012
US45784P1012;US;2016;-2682;2165.02;6315;45665;0.93;39;-2721;-744;#N/B;;;;;;;;
US5128071082;US;2018;315179;27409.03;650185;1247948;142.80;77111;238068;1935;24.46572407;;;;;;;;
US00507V1098;US;2018;187700;35552.35;1139200;1789000;560.00;2900;184800;1011;1.545018647;;;;;;;;
US40434L1052;US;2018;301300;37658.40;-63900;3462200;951.00;-231400;532700;1578;-76.80053103;;;;;;;;
US2855121099;US;2018;144900;37099.44;459500;858400;57.00;40600;104300;1280;28.01932367;;;;;;;;
US6792951054;US;2018;-11017;3061.95;19934;39926;#N/B;-32;-10985;-4146;#N/B;;;;;;;;
US9892071054;US;2018;52400;8577.91;133500;433900;76.00;10300;42100;977;19.65648855;;;;;;;;
US34959E1091;US;2018;25090;11959.01;101020;307800;41.40;-8130;33220;1245;-32.40334795;;;;;;;;
US57772K1016;US;2018;82489;16346.43;193094;445156;189.10;35757;46732;1036;43.34749692;;;;;;;;
US74736K1016;US;2018;1715;8899.38;477556;638152;41.48;5743;-4029;-62;334.9839603;;;;;;;;
US8740541094;US;2018;13663;11150.64;148897;388121;8.79;-3691;17337;484;-27.01408966;;;;;;;;
US0404131064;US;2018;28880;15943.25;214339;308198;17.57;-3931;32793;1183;-13.61283375;;;;;;;;
US64110D1046;US;2018;119900;17726.20;227600;999100;87.00;108300;11600;119;90.32527106;;;;;;;;
US8793601050;US;2018;39390;7317.42;222970;380930;57.10;6010;33380;872;15.25767961;;;;;;;;
US5128071082;US;2019;244657;27130.29;467387;1200133;300.27;25514;219143;1790;10.42851403;;;;;;;;
US00507V1098;US;2019;163300;45679.73;1280500;1984500;319.00;13000;150300;797;7.960808328;;;;;;;;
US40434L1052;US;2019;252300;25325.46;-119300;3346700;89.00;-62900;315200;926;-24.93063813;;;;;;;;
US2855121099;US;2019;107900;30285.74;533100;895700;100.00;6000;101900;1162;5.560704356;;;;;;;;
US6792951054;US;2019;-12551;9244.73;25238;98431;0.51;-2;-12550;-1814;#N/B;;;;;;;;
US9892071054;US;2019;59800;13794.51;183900;471100;140.00;5400;54400;1202;9.030100334;;;;;;;;
US34959E1091;US;2019;38600;18330.69;134240;387920;58.70;5430;33170;954;14.06735751;;;;;;;;
US57772K1016;US;2019;75442;16262.19;184528;374398;98.10;-7307;82749;2019;-9.68491068;;;;;;;;
US74736K1016;US;2019;9179;8540.39;435968;580802;69.45;-4133;13313;218;-45.02897856;;;;;;;;
US8740541094;US;2019;23279;10586.52;204058;424307;19.28;-10105;33384;822;-43.41001353;;;;;;;;
US0404131064;US;2019;86227;15537.52;289469;418529;32.83;240;85944;2365;0.278683011;;;;;;;;
US64110D1046;US;2019;126800;17256.00;109000;874100;205.00;9900;116900;1248;7.807570978;;;;;;;;
US8793601050;US;2019;47370;12712.11;271470;457980;103.00;7140;40230;959;15.07283091;;;;;;;;
US5128071082;US;2017;181167;24546.32;681745;1212277;28.10;11391;169776;1392;6.287558516;;;;;;;;
US00507V1098;US;2017;115100;47965.23;946200;1866800;176.00;87800;27300;151;76.28149435;;;;;;;;
US40434L1052;US;2017;327600;35557.50;-340800;3291300;438.00;75000;252600;816;22.89377289;;;;;;;;
US2855121099;US;2017;121000;27605.01;406000;771800;51.00;24300;96700;1310;20.08264463;;;;;;;;
US6792951054;US;2017;-8308;#N/B;-1565;13064;#N/B;43;-8351;-5956;#N/B;;;;;;;;
US9892071054;US;2017;8800;5525.91;83400;427500;65.00;7100;1700;38;80.68181818;;;;;;;;
US34959E1091;US;2017;12399;7335.11;58938;225792;32.16;9260;3140;143;74.6770005;;;;;;;;
US57772K1016;US;2017;67959;12991.32;220269;457023;76.24;10798;57161;1298;15.88842668;;;;;;;;
US74736K1016;US;2017;2731;8670.37;489672;652232;52.66;4386;-1656;-25;160.6409083;;;;;;;;
US8740541094;US;2017;7697;6082.35;100373;327712;6.65;966;6603;221;12.5537582;;;;;;;;
US0404131064;US;2017;47476;17363.66;166191;246086;44.22;5156;42240;2016;10.86001348;;;;;;;;
US64110D1046;US;2017;66500;10719.65;278000;949300;102.00;15600;50900;520;23.45864662;;;;;;;;
US8793601050;US;2017;28700;6438.11;194730;384640;28.20;5980;22720;686;20.83623693;;;;;;;;
US8326964058;US;2020;102670;13108.10;819090;1721520;227.10;24720;77510;455;24.07714035;2019;2018;2017;2016;2015;2014;2013;2012
US8326964058;US;2016;97790;14768.65;700850;1623700;290.50;28920;68570;412;29.57357603;;;;;;;;
US49271V1008;US;2020;175300;45032.34;2382900;4977900;582.00;42800;132500;267;24.41528808;2019;2018;2017;2016;2015;2014;2013;2012
US49271V1008;US;2016;128300;16603.48;213400;979100;431.00;43400;84700;908;33.82696804;;;;;;;;
US4932671088;US;2020;155600;16012.44;1798100;17150000;241.00;22700;132900;84;14.58868895;2019;2018;2017;2016;2015;2014;2013;2012
US4932671088;US;2016;96800;19719.06;1524000;13728200;144.00;17900;79000;68;18.49173554;;;;;;;;
US4943681035;US;2020;293000;45670.16;62600;1752300;533.00;67600;235200;1434;23.07167235;2019;2018;2017;2016;2015;2014;2013;2012
US4943681035;US;2016;300900;40691.54;-10200;1460200;744.00;92200;216600;1471;30.64140911;;;;;;;;
US5010441013;US;2020;198100;21165.68;860200;4789900;706.00;46900;164000;379;23.67491166;2019;2018;2017;2016;2015;2014;2013;2012
US5010441013;US;2016;309400;37529.27;682000;3490000;1001.00;104500;202100;618;33.77504848;;;;;;;;
US5128071082;US;2020;257498;43965.53;517249;1455905;222.91;32323;225175;1696;12.55253443;2019;2018;2017;2016;2015;2014;2013;2012
US5128071082;US;2016;96012;13181.34;589452;1227153;39.75;4607;91405;845;4.798165224;;;;;;;;
US5132721045;US;2020;44890;8771.10;24000;466230;82.50;11230;36590;949;25.01670751;2019;2018;2017;2016;2015;2014;2013;2012
US5132721045;US;2016;36740;#N/B;140060;215830;124.70;14450;28530;1354;39.33043005;;;;;;;;
US5260571048;US;2020;312379;23721.38;1799486;2993518;402.18;65624;243665;822;21.00766761;2019;2018;2017;2016;2015;2014;2013;2012
US5260571048;US;2016;133047;9974.57;702604;1536178;374.73;41738;90266;606;31.3707422;;;;;;;;
US5303073051;US;2020;36117;31123.77;1370558;2170671;0.00;-3644;39762;234;-10.09040189;2019;2018;2017;2016;2015;2014;2013;2012
